,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,first_name,last_name,lower body injury
2136,Nikola Vucevic,18-19,18.5,28,84,260,80,31.4,0.276,99.22,5194,16.9,2.3,1.2,0.7,2.17,3.92,1.1,0,70.6,46.7,1.71,0.66,5.9,9.2,9.7,,,,,,,,,0,,,0,,,Nikola,Vucevic,0
2137,Noah Vonleh,18-19,18.5,23,81,250,68,25.3,0.144,101.27,3626,6.5,2.4,1.2,0.6,1.91,4.24,0.4,0.1,49.1,24.1,1.94,1.1,1.5,2.7,2.7,,,,,,,,,0,,,0,,,Noah,Vonleh,0
2138,Norman Powell,18-19,18.5,26,76,215,60,18.8,0.182,103.46,2432,6.7,5.1,2.2,2,1.48,4.38,1.3,0.7,27.3,17.4,2.86,2.35,0.3,0,0.7,,,,,,,,,0,,,0,,,Norman,Powell,0
2139,O.G. Anunoby,18-19,18.5,21,80,232,67,20.2,0.148,103.04,2903,6,2.3,1,0.9,1.58,4.37,0.5,0.3,24.5,15.1,1.87,0.98,0.4,0.3,1.3,,,,,,,,,0,,,0,,,O.G.,Anunoby,0
2140,Okaro White,18-19,18.5,26,80,205,3,2.1,0.105,110.89,15,0.7,0,0,0,0.16,4.27,0,0,3.7,1.7,2.01,0.91,0,0,0.3,,,,,,,,,0,,,0,,,Okaro,White,0
2141,Omari Spellman,18-19,18.5,21,81,245,46,17.5,0.146,106.88,1783,5.3,0.7,0.2,0.3,1.4,4.46,0.2,0,32.9,18.6,1.37,0.34,1.1,0.2,2.9,,,,,,,,,0,,,0,,,Omari,Spellman,0
2142,Omri Casspi,18-19,18.5,31,81,225,36,14.5,0.17,100.95,1098,4.5,2.1,1.2,0.6,1.09,4.21,0.3,0.2,23.7,15.1,1.91,0.86,0.8,0.3,2,,,,,,,,,0,,,0,,,Omri,Casspi,0
2143,Otto Porter Jr.,18-19,18.5,26,80,198,56,30.1,0.185,103.07,3612,11.5,3,1.6,1,2.34,4.38,4.2,0.9,43.5,24.4,2.24,1.26,1,0.8,2.1,,,,,,,,,0,,,0,,,Otto,Porter Jr.,0
2144,P.J. Tucker,18-19,18.5,34,78,245,82,34.2,0.094,98.22,5728,6.4,1.3,0.4,0.7,2.41,3.98,0.2,0.1,35.7,18.9,1.29,0.51,0.7,0.1,1.8,,,,,,,,,0,,,0,,,P.J.,Tucker,0
2145,PJ Dozier,18-19,18.5,22,78,205,6,8.5,0.173,104.79,111,3.5,1.2,0.5,0.5,0.62,4.05,0.7,0,14.3,9,1.99,1.23,0.5,0,1,,,,,,,,,0,,,0,,,PJ,Dozier,0
2146,Pascal Siakam,18-19,18.5,25,81,230,80,31.8,0.205,100.86,5364,11.8,7.6,3.7,2.6,2.47,4.36,0.8,0.1,59.1,31.4,2.55,1.74,1.7,2.3,3.6,,,,,,,,,0,,,0,,,Pascal,Siakam,0
2147,Pat Connaughton,18-19,18.5,26,76,209,61,20.7,0.13,104.84,2746,5.7,2.4,0.8,1.2,1.61,4.35,0.5,0.3,30.4,19.1,2.11,1.14,0.6,0,1.9,Bucks,2018-12-10,2018-12-12,2,Knee_injury,2018-12-10,Bucks,left knee injury (DTD),0,knee,Leg,1,2018,12,Pat,Connaughton,0
2148,Patrick Beverley,18-19,18.5,30,73,185,78,27.4,0.12,102.68,4557,6.1,5,1.8,2.5,2.16,4.39,1.2,0.8,48.8,23.8,3.42,2.8,0.4,0,0.9,,,,,,,,,0,,,0,,,Patrick,Beverley,0
2149,Patrick McCaw,18-19,18.5,23,79,185,29,13.7,0.093,101.97,841,2.2,1.6,0.6,0.8,1.05,4.25,0.3,0.1,16.2,9.3,2.14,1.38,0.1,0,0.4,,,,,,,,,0,,,0,,,Patrick,McCaw,0
2150,Patrick Patterson,18-19,18.5,30,81,230,63,13.7,0.118,105.18,1885,3.5,0.3,0.1,0.1,1.07,4.33,0.1,0,19.2,8.2,1.21,0.27,0.5,0.4,1.2,,,,,,,,,0,,,0,,,Patrick,Patterson,0
2151,Patty Mills,18-19,18.5,30,72,180,82,23.3,0.175,102.73,4091,8.1,3.7,1,2.3,1.86,4.49,3.3,1.9,42.7,16.3,4.2,4.4,0.4,0,0.4,,,,,,,,,0,,,0,,,Patty,Mills,0
2152,Pau Gasol,18-19,18.5,38,84,250,30,12,0.151,103.18,782,3.1,0.6,0.4,0.2,0.88,4.12,0.2,0,29.7,16.6,1.62,0.33,2.5,1.5,2.2,,,,,,,,,0,,,0,,,Pau,Gasol,0
2153,Paul George,18-19,18.5,29,81,220,77,36.9,0.285,104.35,6172,21,10,4.5,3.3,2.69,4.09,8.3,4.2,59.7,36.2,3.39,2.64,2.1,1.5,2.1,,,,,,,,,0,,,0,,,Paul,George,0
2154,Paul Millsap,18-19,18.5,34,80,246,70,27.1,0.191,99.44,3927,9.5,3.1,1.7,0.7,1.95,4.05,1.6,0.3,41.5,26.2,2.33,1.24,1.4,3.2,4.7,,,,,,,,,0,,,0,,,Paul,Millsap,0
2155,Quincy Acy,18-19,18.5,28,79,240,10,12.3,0.088,108.55,276,1.8,0.2,0,0.2,0.94,4.22,0,0,19.7,10.1,1.27,0.25,0.7,0.1,1.3,,,,,,,,,0,,,0,,,Quincy,Acy,0
2156,Quincy Pondexter,18-19,18.5,31,79,230,53,5.5,0.129,102.62,624,1.1,0.9,0.3,0.3,0.42,4.28,0.2,0.1,8.3,5,3.31,2.28,0.1,0,0.3,,,,,,,,,0,,,0,,,Quincy,Pondexter,0
2157,Quinn Cook,18-19,18.5,26,74,179,74,14.3,0.2,100.79,2227,5.9,2.4,1.1,1.1,1.11,4.45,2.7,1,33.1,16.3,3.77,3.78,0.2,0,0.4,,,,,,,,,0,,,0,,,Quinn,Cook,0
2158,RJ Hunter,18-19,18.5,25,77,185,1,25.7,0.226,99.05,53,13,2,1,1,1.77,3.92,4,3,34,27,2.68,1.65,1,0,0,,,,,,,,,0,,,0,,,RJ,Hunter,0
2159,Rajon Rondo,18-19,18.5,33,73,186,46,29.8,0.172,104.55,2986,9.4,9.9,4.4,4.3,2.13,4.01,3,1.5,71.3,25.5,4.61,4.02,0.9,0.1,1.1,,,,,,,,,0,,,0,,,Rajon,Rondo,0
2160,Raul Neto,18-19,18.5,27,73,179,37,12.8,0.184,104.55,1029,4.4,7.1,2.1,3.9,1.04,4.53,1.1,0.5,29.6,13.1,4.18,4.41,0.2,0,0.3,Jazz,2019-04-05,2019-04-14,9,Sore_ankle,2018-10-17,Jazz,placed on IL with right hamstring injury,0,hamstring,Leg,1,2018,10,Raul,Neto,0
2161,Raul Neto,18-19,18.5,27,73,179,37,12.8,0.184,104.55,1029,4.4,7.1,2.1,3.9,1.04,4.53,1.1,0.5,29.6,13.1,4.18,4.41,0.2,0,0.3,Jazz,2019-04-05,2019-04-14,9,Sore_ankle,2018-12-12,Jazz,placed on IL with right thigh injury,0,thigh and thigh,Others,1,2018,12,Raul,Neto,0
2162,Raul Neto,18-19,18.5,27,73,179,37,12.8,0.184,104.55,1029,4.4,7.1,2.1,3.9,1.04,4.53,1.1,0.5,29.6,13.1,4.18,4.41,0.2,0,0.3,Jazz,2019-04-05,2019-04-14,9,Sore_ankle,2019-01-10,Jazz,strained left groin (DTD),0,groin,Lower Body,1,2019,1,Raul,Neto,1
2165,Raul Neto,18-19,18.5,27,73,179,37,12.8,0.184,104.55,1029,4.4,7.1,2.1,3.9,1.04,4.53,1.1,0.5,29.6,13.1,4.18,4.41,0.2,0,0.3,Jazz,2019-04-05,2019-04-14,9,Sore_ankle,2019-04-05,Jazz,placed on IL with sore left ankle,0,ankle,Leg,1,2019,4,Raul,Neto,0
2166,Rawle Alkins,18-19,18.5,21,77,225,10,12,0.173,101.9,256,3.9,3.4,1.2,1.7,0.92,4.29,0.6,0.4,11.7,8.8,2.4,1.86,0.3,0,1.3,,,,,,,,,0,,,0,,,Rawle,Alkins,0
2167,Ray Spalding,18-19,18.5,22,82,215,14,10.5,0.164,105.51,325,3.4,0.1,0,0,0.83,4.41,0,0,14.4,7.3,1.34,0.56,1.1,0.1,3,,,,,,,,,0,,,0,,,Ray,Spalding,0
2168,Raymond Felton,18-19,18.5,35,73,205,33,11.5,0.165,102.99,811,4.1,2,1,0.8,0.83,3.98,1.9,0.5,19.1,8.6,4.55,3.98,0.1,0,0.1,,,,,,,,,0,,,0,,,Raymond,Felton,0
2169,Reggie Bullock,18-19,18.5,28,79,205,63,29.8,0.154,101.09,3958,9.4,2.1,0.9,0.9,2.29,4.29,1.9,0.8,38.9,29.3,1.69,0.74,0.6,0,0.9,Pistons,2019-01-29,2019-01-31,2,Sprained_ankle,2018-10-17,Pistons,illness (DTD),0,other,Others,1,2018,10,Reggie,Bullock,0
2170,Reggie Bullock,18-19,18.5,28,79,205,63,29.8,0.154,101.09,3958,9.4,2.1,0.9,0.9,2.29,4.29,1.9,0.8,38.9,29.3,1.69,0.74,0.6,0,0.9,Pistons,2019-01-29,2019-01-31,2,Sprained_ankle,2018-11-03,Pistons,left ankle injury (DTD),0,ankle,Leg,1,2018,11,Reggie,Bullock,0
2181,Reggie Jackson,18-19,18.5,29,75,208,82,27.9,0.237,98.77,4719,12.8,8.8,4.4,3.2,2.07,4.2,4.6,1.7,69.4,26.1,4.69,4.21,0.4,0.2,0.6,,,,,,,,,0,,,0,,,Reggie,Jackson,0
2182,Richaun Holmes,18-19,18.5,25,82,235,70,16.9,0.174,102.33,2507,5.2,0.8,0.7,0.1,1.23,4.03,0.1,,23.7,15.2,1.65,0.46,3.2,0.6,5.3,,,,,,,,,0,,,0,,,Richaun,Holmes,0
2183,Ricky Rubio,18-19,18.5,28,76,190,68,27.9,0.221,101.92,4030,10.7,12,3.6,6.4,2.13,4.31,4.3,1,72.9,31.9,4.45,4.1,0.4,0,0.5,,,,,,,,,0,,,0,,,Ricky,Rubio,0
2184,Robert Covington,18-19,18.5,28,81,225,35,34.4,0.154,101.08,2535,10.3,2.3,1.1,0.5,2.51,4.1,1.7,0.9,39.9,25.2,1.73,0.68,0.6,0.1,1.1,Timberwolves,2018-12-08,2018-12-10,2,Sore_knee,2018-12-08,Timberwolves,placed on IL with sore right knee,0,knee,Leg,1,2018,12,Robert,Covington,0
2185,Robert Covington,18-19,18.5,28,81,225,35,34.4,0.154,101.08,2535,10.3,2.3,1.1,0.5,2.51,4.1,1.7,0.9,39.9,25.2,1.73,0.68,0.6,0.1,1.1,Timberwolves,2018-12-08,2018-12-10,2,Sore_knee,2019-01-02,Timberwolves,placed on IL with right knee injury (out for season),1,knee,Leg,1,2019,1,Robert,Covington,0
2186,Robert Williams III,18-19,18.5,21,82,240,32,8.8,0.101,102.84,599,1.6,0,0,0,0.65,4.11,0,,11.5,6.8,1.37,0.34,1,0.2,2.4,,,,,,,,,0,,,0,,,Robert,Williams III,0
2187,Robin Lopez,18-19,18.5,31,84,275,74,21.7,0.183,100.17,3353,7.2,0.8,0.5,0.2,1.56,4.09,0.2,0,28.5,21.1,2.01,0.83,3.6,4,4.6,,,,,,,,,0,,,0,,,Robin,Lopez,0
2188,Rodions Kurucs,18-19,18.5,21,81,210,63,20.5,0.175,106.05,2863,7.1,3.2,1.6,0.8,1.7,4.65,0.4,0.2,27.7,15.4,1.77,1.11,0.1,0.1,1.9,Nets,2018-10-24,2018-11-02,9,Sprained_ankle,2018-10-23,Nets,sprained left ankle (DTD),0,ankle,Leg,1,2018,10,Rodions,Kurucs,0
2190,Rodions Kurucs,18-19,18.5,21,81,210,63,20.5,0.175,106.05,2863,7.1,3.2,1.6,0.8,1.7,4.65,0.4,0.2,27.7,15.4,1.77,1.11,0.1,0.1,1.9,Nets,2018-10-24,2018-11-02,9,Sprained_ankle,2019-02-13,Nets,sprained left elbow (DTD),0,elbow,Arm,1,2019,2,Rodions,Kurucs,0
2191,Rodney Hood,18-19,18.5,26,80,206,72,26.3,0.178,97.86,3864,9.3,4.4,2.5,1.3,1.96,4.2,4.3,1.2,34.4,23.9,2.87,2.08,0.4,0.6,0.5,,,,,,,,,0,,,0,,,Rodney,Hood,0
2192,Rodney McGruder,18-19,18.5,27,76,200,66,23.5,0.147,100.62,3252,7,4.8,2.2,2,1.92,4.57,1,0.5,31.9,19.8,2.39,1.79,0.6,0,1.4,Heat,2019-03-18,2019-04-03,16,Sore_knee,2018-12-23,Heat,placed on IL with stomach illness,0,other,Others,1,2018,12,Rodney,McGruder,0
2193,Rodney McGruder,18-19,18.5,27,76,200,66,23.5,0.147,100.62,3252,7,4.8,2.2,2,1.92,4.57,1,0.5,31.9,19.8,2.39,1.79,0.6,0,1.4,Heat,2019-03-18,2019-04-03,16,Sore_knee,2019-02-25,Heat,bruised right knee (DTD),0,knee,Leg,1,2019,2,Rodney,McGruder,0
2195,Ron Baker,18-19,18.5,26,76,220,15,10.1,0.075,105.01,331,1.3,0.7,0.1,0.5,0.88,4.78,0.3,0.2,15.1,6.2,3.59,3.3,0.2,0,0.3,,,,,,,,,0,,,0,,,Ron,Baker,0
2196,Rondae Hollis-Jefferson,18-19,18.5,24,79,217,59,20.9,0.21,103.84,2656,8.3,4.3,2.3,1.1,1.62,4.32,1,0.1,43.4,21.6,2.03,1.15,2.2,1.7,2.8,Nets,2018-11-16,2018-11-17,1,Sprained_ankle,2018-10-17,Nets,left groin injury (DTD),0,groin,Lower Body,1,2018,10,Rondae,Hollis-Jefferson,1
2197,Rondae Hollis-Jefferson,18-19,18.5,24,79,217,59,20.9,0.21,103.84,2656,8.3,4.3,2.3,1.1,1.62,4.32,1,0.1,43.4,21.6,2.03,1.15,2.2,1.7,2.8,Nets,2018-11-16,2018-11-17,1,Sprained_ankle,2018-11-16,Nets,sprained right ankle (DTD),0,ankle,Leg,1,2018,11,Rondae,Hollis-Jefferson,0
2198,Rondae Hollis-Jefferson,18-19,18.5,24,79,217,59,20.9,0.21,103.84,2656,8.3,4.3,2.3,1.1,1.62,4.32,1,0.1,43.4,21.6,2.03,1.15,2.2,1.7,2.8,Nets,2018-11-16,2018-11-17,1,Sprained_ankle,2019-01-02,Nets,strained right adductor (DTD),0,adductor and adductor,Others,1,2019,1,Rondae,Hollis-Jefferson,0
2199,Royce O'Neale,18-19,18.5,26,78,226,82,20.4,0.108,102.28,3562,4.2,2.8,0.9,1.4,1.59,4.37,0.4,0.2,25.5,17.3,2.12,1.48,0.1,0,0.5,,,,,,,,,0,,,0,,,Royce,O'Neale,0
2200,Rudy Gay,18-19,18.5,32,80,230,69,26.7,0.216,99.55,3823,10.8,4.8,2.9,1.1,1.96,4.18,3.7,0.4,49.2,24.8,2.85,1.71,0.9,2.4,1.6,Spurs,2019-02-09,2019-02-12,3,Sprained_ankle,2018-11-04,Spurs,right heel injury (DTD),0,heel and heel,Others,1,2018,11,Rudy,Gay,0
2201,Rudy Gay,18-19,18.5,32,80,230,69,26.7,0.216,99.55,3823,10.8,4.8,2.9,1.1,1.96,4.18,3.7,0.4,49.2,24.8,2.85,1.71,0.9,2.4,1.6,Spurs,2019-02-09,2019-02-12,3,Sprained_ankle,2018-12-31,Spurs,sore left wrist (DTD),0,wrist,Hand,1,2018,12,Rudy,Gay,0
2205,Rudy Gay,18-19,18.5,32,80,230,69,26.7,0.216,99.55,3823,10.8,4.8,2.9,1.1,1.96,4.18,3.7,0.4,49.2,24.8,2.85,1.71,0.9,2.4,1.6,Spurs,2019-02-09,2019-02-12,3,Sprained_ankle,2019-02-09,Spurs,sprained left ankle (DTD),0,ankle,Leg,1,2019,2,Rudy,Gay,0
2206,Rudy Gay,18-19,18.5,32,80,230,69,26.7,0.216,99.55,3823,10.8,4.8,2.9,1.1,1.96,4.18,3.7,0.4,49.2,24.8,2.85,1.71,0.9,2.4,1.6,Spurs,2019-02-09,2019-02-12,3,Sprained_ankle,2019-03-10,Spurs,placed on IL with illness,0,other,Others,1,2019,3,Rudy,Gay,0
2207,Rudy Gobert,18-19,18.5,27,85,245,81,31.8,0.175,101.23,5439,8.8,0.7,0.3,0.2,2.36,4.19,0,,59.6,32.6,1.47,0.36,4.8,0.7,12.2,Jazz,2019-04-10,2019-04-14,4,Sore_ankle,2019-04-10,Jazz,placed on IL with sore left ankle (out for season),1,ankle,Leg,1,2019,4,Rudy,Gobert,0
2208,Russell Westbrook,18-19,18.5,30,75,200,73,36,0.301,104.93,5751,20.2,18.4,5.9,9.7,2.54,3.97,8.4,2.9,91.1,27,5.07,4.71,1.1,1.8,1.9,Thunder,2018-11-06,2018-11-17,11,Sprained_ankle,2018-10-16,Thunder,right knee injury (DTD),0,knee,Leg,1,2018,10,Russell,Westbrook,0
2209,Russell Westbrook,18-19,18.5,30,75,200,73,36,0.301,104.93,5751,20.2,18.4,5.9,9.7,2.54,3.97,8.4,2.9,91.1,27,5.07,4.71,1.1,1.8,1.9,Thunder,2018-11-06,2018-11-17,11,Sprained_ankle,2018-11-06,Thunder,sprained left ankle (DTD),0,ankle,Leg,1,2018,11,Russell,Westbrook,0
2210,Ryan Anderson,18-19,18.5,31,82,240,25,12.9,0.12,98.38,664,2.8,0.8,0.3,0.3,0.96,4.2,0.7,0.1,25.7,14.3,1.5,0.43,0.4,0.4,0.5,,,,,,,,,0,,,0,,,Ryan,Anderson,0
2211,Ryan Arcidiacono,18-19,18.5,25,75,200,81,24.2,0.117,99.79,4071,5.2,5.2,1.7,3,1.91,4.45,1.6,0.7,42.1,17.5,4.41,4.03,0.2,0,0.4,,,,,,,,,0,,,0,,,Ryan,Arcidiacono,0
2212,Ryan Broekhoff,18-19,18.5,28,79,215,42,10.8,0.14,101.01,950,3,0.9,0.2,0.5,0.85,4.39,0.4,0.2,13.6,9.4,1.66,0.78,0.2,0,0.3,,,,,,,,,0,,,0,,,Ryan,Broekhoff,0
2213,Salah Mejri,18-19,18.5,33,86,235,36,11.1,0.153,101.38,837,3.1,0.4,0.2,0,0.82,4.12,0.1,0.1,21.1,12.1,1.53,0.34,1.6,0.1,2.4,,,,,,,,,0,,,0,,,Salah,Mejri,0
2214,Sam Dekker,18-19,18.5,25,81,230,47,16.8,0.157,102.5,1684,5.4,2,1.2,0.5,1.36,4.56,0.6,0.3,23.6,13.5,1.84,1.03,0.5,0.2,1.9,Wizards,2019-03-13,2019-03-15,2,Sore_lower_back,2019-01-27,Wizards,back spasms (DTD),0,back,Back,1,2019,1,Sam,Dekker,0
2218,Sam Dekker,18-19,18.5,25,81,230,47,16.8,0.157,102.5,1684,5.4,2,1.2,0.5,1.36,4.56,0.6,0.3,23.6,13.5,1.84,1.03,0.5,0.2,1.9,Cavaliers,2018-11-07,2018-11-28,21,Sprained_ankle,2018-11-06,Cavaliers,sprained left ankle (out indefinitely),1,ankle,Leg,1,2018,11,Sam,Dekker,0
2219,Sam Dekker,18-19,18.5,25,81,230,47,16.8,0.157,102.5,1684,5.4,2,1.2,0.5,1.36,4.56,0.6,0.3,23.6,13.5,1.84,1.03,0.5,0.2,1.9,Cavaliers,2018-11-07,2018-11-28,21,Sprained_ankle,2018-11-07,Cavaliers,placed on IL with sprained left ankle,0,ankle,Leg,1,2018,11,Sam,Dekker,0
2222,Scott Machado,18-19,18.5,29,73,205,4,4.8,0.13,97.67,39,1.5,2.3,0.3,1.5,0.38,4.22,0.5,0.3,9.3,3.8,4.39,4.24,0,0,0.3,,,,,,,,,0,,,0,,,Scott,Machado,0
2223,Semi Ojeleye,18-19,18.5,24,79,241,56,10.6,0.137,101.9,1259,2.8,0.8,0.3,0.2,0.83,4.38,0.4,0.2,13.7,7.3,1.74,0.78,0.3,0.1,0.7,,,,,,,,,0,,,0,,,Semi,Ojeleye,0
2224,Serge Ibaka,18-19,18.5,29,82,235,74,27.2,0.227,100.39,4204,11.9,1.5,0.9,0.4,1.93,4,0.9,0.1,47.1,28.2,1.63,0.44,3.9,2,5.7,Raptors,2018-11-14,2018-11-16,2,Sore_knee,2018-11-14,Raptors,sore right knee (DTD),0,knee,Leg,1,2018,11,Serge,Ibaka,0
2226,Seth Curry,18-19,18.5,28,74,185,74,18.9,0.164,100.14,2923,6.3,2.2,1.1,0.8,1.42,4.18,2.9,1.3,24.7,16.5,3.53,2.99,0.1,0,0.2,,,,,,,,,0,,,0,,,Seth,Curry,0
2227,Shabazz Napier,18-19,18.5,27,73,180,56,17.6,0.234,102.83,2099,7.8,5.4,2.2,2.1,1.31,4.17,3.7,2.3,36.6,18.1,4.55,4.08,0.3,0,0.4,,,,,,,,,0,,,0,,,Shabazz,Napier,0
2228,Shai Gilgeous-Alexander,18-19,18.5,20,78,181,82,26.5,0.182,103.25,4669,8.7,10.4,4,4.6,2.11,4.48,3.3,0.3,53.8,19.7,4.24,3.93,0.2,0.2,0.6,,,,,,,,,0,,,0,,,Shai,Gilgeous-Alexander,0
2229,Shake Milton,18-19,18.5,22,78,207,20,13.4,0.147,102.63,576,4.4,1.6,0.6,0.9,1.06,4.43,0.9,0.2,16.8,10.6,2.92,2.27,0.2,0,0.5,,,,,,,,,0,,,0,,,Shake,Milton,0
2230,Shaquille Harrison,18-19,18.5,25,76,190,73,19.6,0.16,100.99,3004,5.8,6.8,2.9,2.9,1.62,4.64,0.7,0.2,33.2,16,3.71,3.27,0.3,0.1,0.7,,,,,,,,,0,,,0,,,Shaquille,Harrison,0
2231,Shaun Livingston,18-19,18.5,33,79,192,64,15.1,0.118,101.37,2033,3.3,0.9,0.5,0.3,1.13,4.25,1.4,0,29.5,13.5,3.28,2.62,1,1.1,1.8,,,,,,,,,0,,,0,,,Shaun,Livingston,0
2232,Shelvin Mack,18-19,18.5,29,75,203,57,21.9,0.179,98.15,2543,7.1,6.7,2.7,3.2,1.75,4.48,2.9,1.2,52.5,22.3,4.79,4.59,0.7,0.1,0.7,,,,,,,,,0,,,0,,,Shelvin,Mack,0
2233,Sindarius Thornwell,18-19,18.5,24,77,215,64,4.9,0.105,111.4,711,0.8,0.5,0.2,0.2,0.4,4.51,0,0,5,3,2.04,1.45,0.1,0,0.2,,,,,,,,,0,,,0,,,Sindarius,Thornwell,0
2234,Skal Labissiere,18-19,18.5,23,83,235,22,8,0.154,110.02,406,2.2,0.3,0.1,0,0.63,4.31,0.3,0.2,11.3,5.5,1.93,0.58,0.4,1,1.3,,,,,,,,,0,,,0,,,Skal,Labissiere,0
2235,Solomon Hill,18-19,18.5,28,79,225,44,20,0.104,104.6,1913,4,1.1,0.5,0.4,1.52,4.28,0.4,0.1,27.8,14.9,2.01,1.17,0.5,0.2,1.6,,,,,,,,,0,,,0,,,Solomon,Hill,0
2236,Spencer Dinwiddie,18-19,18.5,26,78,210,68,28.1,0.242,102.33,4092,12.2,14.1,5.6,5.6,2.06,4.06,4.3,3.2,58.5,25.4,5.2,4.65,0.3,0,0.3,,,,,,,,,0,,,0,,,Spencer,Dinwiddie,0
2237,Stanley Johnson,18-19,18.5,23,79,245,66,18.3,0.186,102.99,2593,6.7,3.5,1.6,1.2,1.4,4.27,1.2,0.5,34.5,18.3,2.56,1.72,0.3,0.2,0.6,,,,,,,,,0,,,0,,,Stanley,Johnson,0
2238,Stephen Curry,18-19,18.5,31,75,190,69,33.8,0.292,104.18,5058,19.4,7.7,3,3.6,2.55,4.34,7.3,4.9,76.8,32.3,3.73,3.45,1,0.3,1.4,Warriors,2019-04-10,2019-04-12,2,Sprained_ankle,2018-11-09,Warriors,strained left groin (out indefinitely),1,groin,Lower Body,1,2018,11,Stephen,Curry,1
2239,Stephen Curry,18-19,18.5,31,75,190,69,33.8,0.292,104.18,5058,19.4,7.7,3,3.6,2.55,4.34,7.3,4.9,76.8,32.3,3.73,3.45,1,0.3,1.4,Warriors,2019-04-10,2019-04-12,2,Sprained_ankle,2018-11-10,Warriors,placed on IL with strained left groin,0,groin,Lower Body,1,2018,11,Stephen,Curry,1
2240,Stephen Curry,18-19,18.5,31,75,190,69,33.8,0.292,104.18,5058,19.4,7.7,3,3.6,2.55,4.34,7.3,4.9,76.8,32.3,3.73,3.45,1,0.3,1.4,Warriors,2019-04-10,2019-04-12,2,Sprained_ankle,2019-04-10,Warriors,placed on IL with sprained right ankle,0,ankle,Leg,1,2019,4,Stephen,Curry,0
2241,Sterling Brown,18-19,18.5,24,78,232,58,17.8,0.149,105.71,2275,5.4,2.7,1.2,1,1.42,4.43,0.8,0.5,22.8,14.1,2.48,1.68,0.2,0.1,0.9,,,,,,,,,0,,,0,,,Sterling,Brown,0
2242,Steven Adams,18-19,18.5,25,84,265,80,33.4,0.16,104.85,5829,10.1,0.1,0,0,2.42,4.09,0.2,0,45,25.2,1.69,0.52,5.1,5,12.6,Thunder,2019-01-29,2019-02-01,3,Sprained_ankle,2018-10-28,Thunder,placed on IL with calf injury,0,calf,Leg,1,2018,10,Steven,Adams,0
2243,Steven Adams,18-19,18.5,25,84,265,80,33.4,0.16,104.85,5829,10.1,0.1,0,0,2.42,4.09,0.2,0,45,25.2,1.69,0.52,5.1,5,12.6,Thunder,2019-01-29,2019-02-01,3,Sprained_ankle,2019-01-29,Thunder,sprained right ankle (DTD),0,ankle,Leg,1,2019,1,Steven,Adams,0
2244,Svi Mykhailiuk,18-19,18.5,22,80,205,42,10.5,0.157,104.7,959,3.3,1.5,0.4,0.7,0.83,4.46,0.7,0.2,12.6,7.9,2.16,1.5,0.2,0,0.3,,,,,,,,,0,,,0,,,Svi,Mykhailiuk,0
2245,T.J. Leaf,18-19,18.5,22,82,225,58,9,0.158,105.74,1150,3.2,0.9,0.6,0.2,0.72,4.4,0.2,0,11,6.2,1.61,0.59,0.8,0.6,1.6,,,,,,,,,0,,,0,,,T.J.,Leaf,0
2246,T.J. McConnell,18-19,18.5,27,74,190,76,19.3,0.148,103.02,3161,5.5,5,2.5,1.9,1.62,4.7,2.7,0.1,45.8,14.3,4.71,4.49,0.3,0,0.7,,,,,,,,,0,,,0,,,T.J.,McConnell,0
2247,T.J. Warren,18-19,18.5,25,80,215,43,31.6,0.221,101.86,2885,14.2,6.8,4.9,0.9,2.35,4.18,3.5,0.6,61.5,35.8,2.08,1.06,1.1,0.7,1.5,,,,,,,,,0,,,0,,,T.J.,Warren,0
2248,Tahjere McCall,18-19,18.5,24,77,190,1,8,0.136,120.5,21,3,1,1,0,0.59,3.9,0,0,7,5,1.75,0.43,0,0,0,,,,,,,,,0,,,0,,,Tahjere,McCall,0
2249,Taj Gibson,18-19,18.5,34,81,232,70,24.1,0.167,101.76,3572,7.7,0.8,0.6,0.1,1.81,4.2,0.3,0,39.4,21.5,1.61,0.7,3.1,3,6.2,,,,,,,,,0,,,0,,,Taj,Gibson,0
2250,Taurean Prince,18-19,18.5,25,80,220,55,28.2,0.19,106.26,3434,10.8,5.7,2.5,2.2,2.08,4.13,3.7,1.9,33.8,24.5,2.56,1.72,0.2,0.1,0.5,Hawks,2018-11-06,2018-11-07,1,Sprained_ankle,2018-11-06,Hawks,placed on IL with sprained right ankle,0,ankle,Leg,1,2018,11,Taurean,Prince,0
2251,Taurean Prince,18-19,18.5,25,80,220,55,28.2,0.19,106.26,3434,10.8,5.7,2.5,2.2,2.08,4.13,3.7,1.9,33.8,24.5,2.56,1.72,0.2,0.1,0.5,Hawks,2018-11-06,2018-11-07,1,Sprained_ankle,2018-11-15,Hawks,right Achilles injury (DTD),0,Achilles,Leg,1,2018,11,Taurean,Prince,0
