PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,lower body injury,first_name,last_name,id,full_name,is_active
Joe Ingles,18-19,18.5,31.0,80.0,226.0,82,31.3,0.17,102.13,5467,9.8,10.0,3.0,5.4,2.36,4.25,2.5,1.9,55.6,37.1,3.27,2.43,1.3,0.1,0.5,,,,,,,,,0,,,0,,,0,Joe,Ingles,204060,Joe Ingles,1
Joel Embiid,18-19,18.5,25.0,84.0,250.0,64,33.7,0.327,103.92,4672,18.7,4.8,2.5,0.8,2.34,3.89,4.0,0.7,87.0,54.9,2.05,0.88,5.7,10.2,7.4,76ers,2019-01-11,2019-01-13,2.0,Sore_ankle,2018-12-30,76ers,sore left knee (DTD),0,knee,Leg,1,2018.0,12.0,0,Joel,Embiid,203954,Joel Embiid,1
Joel Embiid,18-19,18.5,25.0,84.0,250.0,64,33.7,0.327,103.92,4672,18.7,4.8,2.5,0.8,2.34,3.89,4.0,0.7,87.0,54.9,2.05,0.88,5.7,10.2,7.4,76ers,2019-01-11,2019-01-13,2.0,Sore_ankle,2019-01-11,76ers,placed on IL with sore left ankle,0,ankle,Leg,1,2019.0,1.0,0,Joel,Embiid,203954,Joel Embiid,1
John Collins,18-19,18.5,21.0,82.0,235.0,61,30.0,0.23,105.0,3990,13.6,2.8,1.6,0.6,2.3,4.3,0.6,0.1,66.0,37.0,1.52,0.48,2.9,2.5,10.3,Hawks,2018-12-23,2018-12-26,3.0,Sprained_ankle,,,,0,,,0,,,0,John,Collins,1628381,John Collins,1
John Henson,18-19,18.5,28.0,83.0,219.0,14,13.5,0.173,110.06,429,4.8,0.4,0.1,0.1,1.03,4.27,0.1,0.1,21.4,14.3,1.29,0.38,0.6,0.4,2.9,,,,,,,,,0,,,0,,,0,John,Henson,203089,John Henson,0
John Holland,18-19,18.5,30.0,77.0,205.0,1,0.7,0.0,97.74,2,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,2.0,1.0,1.72,0.5,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,John,Holland,204066,John Holland,0
John Jenkins,18-19,18.5,28.0,76.0,215.0,26,12.8,0.16,100.15,693,4.0,1.0,0.3,0.4,0.96,4.23,1.9,0.5,14.7,11.9,2.26,1.63,0.3,0.0,0.1,,,,,,,,,0,,,0,,,0,John,Jenkins,203098,John Jenkins,0
John Wall,18-19,18.5,28.0,76.0,210.0,32,34.5,0.286,104.04,2390,17.3,16.8,6.5,6.3,2.24,3.64,6.2,2.0,82.9,25.7,5.68,5.12,0.1,0.4,0.4,,,,,,,,,0,,,0,,,0,John,Wall,202322,John Wall,1
Johnathan Motley,18-19,18.5,24.0,82.0,230.0,22,7.1,0.266,106.91,346,3.3,0.9,0.5,0.2,0.55,4.34,0.1,0.0,15.4,8.3,1.94,0.87,0.8,1.0,2.5,,,,,,,,,0,,,0,,,0,Johnathan,Motley,1628405,Johnathan Motley,0
Johnathan Williams,18-19,18.5,24.0,81.0,228.0,24,15.5,0.158,102.34,790,4.6,0.5,0.4,0.0,1.19,4.28,0.0,0.0,18.3,11.5,1.6,0.6,1.8,0.4,5.1,,,,,,,,,0,,,0,,,0,Johnathan,Williams,1629140,Johnathan Williams,0
Jon Leuer,18-19,18.5,30.0,82.0,228.0,41,9.8,0.157,100.45,840,2.8,0.3,0.1,0.1,0.79,4.46,0.2,0.0,14.4,7.7,1.67,0.47,0.9,0.7,2.1,,,,,,,,,0,,,0,,,0,Jon,Leuer,202720,Jon Leuer,0
Jonah Bolden,18-19,18.5,23.0,82.0,220.0,44,14.5,0.131,106.12,1410,3.7,0.7,0.2,0.3,1.15,4.45,0.2,0.1,26.3,12.9,1.32,0.35,0.9,0.1,1.8,,,,,,,,,0,,,0,,,0,Jonah,Bolden,1628413,Jonah Bolden,0
Jonas Jerebko,18-19,18.5,32.0,82.0,231.0,73,16.7,0.144,102.45,2607,4.9,1.0,0.4,0.4,1.29,4.42,0.4,0.2,29.6,17.7,1.47,0.4,1.4,0.5,1.8,,,,,,,,,0,,,0,,,0,Jonas,Jerebko,201973,Jonas Jerebko,0
Jonas Valanciunas,18-19,18.5,27.0,84.0,265.0,49,22.3,0.274,101.77,2317,11.0,1.9,1.0,0.3,1.6,4.02,0.7,0.0,51.0,29.4,2.0,0.59,4.0,4.8,7.0,,,,,,,,,0,,,0,,,0,Jonas,Valanciunas,202685,Jonas Valanciunas,1
Jonathan Isaac,18-19,18.5,21.0,82.0,210.0,75,26.6,0.16,99.69,4131,8.1,1.8,0.9,0.5,2.07,4.43,1.2,0.2,45.9,22.3,1.48,0.48,1.3,0.4,2.6,Magic,2018-11-04,2018-11-14,10.0,Sprained_ankle,2018-11-04,Magic,placed on IL with sprained right ankle,0,ankle,Leg,1,2018.0,11.0,0,Jonathan,Isaac,1628371,Jonathan Isaac,1
Jonathan Isaac,18-19,18.5,21.0,82.0,210.0,75,26.6,0.16,99.69,4131,8.1,1.8,0.9,0.5,2.07,4.43,1.2,0.2,45.9,22.3,1.48,0.48,1.3,0.4,2.6,Magic,2018-11-04,2018-11-14,10.0,Sprained_ankle,2019-04-09,Magic,concussion (DTD),0,concussion,Head,1,2019.0,4.0,0,Jonathan,Isaac,1628371,Jonathan Isaac,1
Jonathon Simmons,18-19,18.5,29.0,78.0,195.0,56,19.0,0.182,102.38,2257,6.3,5.3,2.4,1.8,1.48,4.36,1.9,0.6,25.9,17.8,3.43,2.65,0.3,0.3,0.9,,,,,,,,,0,,,0,,,0,Jonathon,Simmons,203613,Jonathon Simmons,0
Jordan Bell,18-19,18.5,24.0,81.0,224.0,68,11.6,0.133,102.36,1677,2.8,0.7,0.4,0.2,0.85,4.19,0.7,0.0,22.4,13.0,1.67,0.47,2.0,0.9,2.0,,,,,,,,,0,,,0,,,0,Jordan,Bell,1628395,Jordan Bell,0
Jordan Clarkson,18-19,18.5,27.0,77.0,194.0,81,27.3,0.266,99.17,4582,14.6,9.3,5.0,2.9,2.06,4.28,5.4,2.5,45.5,29.7,3.59,2.79,0.8,0.4,1.4,,,,,,,,,0,,,0,,,0,Jordan,Clarkson,203903,Jordan Clarkson,1
Jordan Loyd,18-19,18.5,25.0,76.0,210.0,12,4.6,0.159,111.17,127,1.5,1.0,0.7,0.2,0.38,4.44,0.6,0.3,9.4,4.4,4.5,3.5,0.0,0.0,0.2,,,,,,,,,0,,,0,,,0,Jordan,Loyd,1628070,Jordan Loyd,0
Jordan McRae,18-19,18.5,28.0,77.0,179.0,27,12.3,0.191,107.01,743,4.8,2.5,1.2,0.7,0.88,3.94,2.3,0.6,18.1,10.7,3.56,2.97,0.1,0.0,0.1,,,,,,,,,0,,,0,,,0,Jordan,McRae,203895,Jordan McRae,0
Jordan Sibert,18-19,18.5,26.0,76.0,187.0,1,4.2,0.083,107.72,9,1.0,0.0,0.0,0.0,0.32,4.02,0.0,0.0,2.0,2.0,1.06,0.5,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Jordan,Sibert,1626296,Jordan Sibert,0
Jose Calderon,18-19,18.5,37.0,75.0,200.0,49,12.9,0.104,101.32,1341,2.4,2.7,0.4,1.9,1.03,4.42,1.3,0.4,31.2,12.7,4.73,4.72,0.1,0.0,0.2,,,,,,,,,0,,,0,,,0,Jose,Calderon,101181,Jose Calderon,0
Josh Hart,18-19,18.5,24.0,77.0,215.0,67,25.6,0.13,105.57,3764,6.9,1.8,0.8,0.7,1.99,4.33,1.3,0.7,30.6,17.2,2.02,1.23,0.7,0.0,0.8,Lakers,2019-02-05,2019-02-07,2.0,Knee_injury,2019-02-05,Lakers,left knee injury (DTD),0,knee,Leg,1,2019.0,2.0,0,Josh,Hart,1628404,Josh Hart,1
Josh Hart,18-19,18.5,24.0,77.0,215.0,67,25.6,0.13,105.57,3764,6.9,1.8,0.8,0.7,1.99,4.33,1.3,0.7,30.6,17.2,2.02,1.23,0.7,0.0,0.8,Lakers,2019-02-05,2019-02-07,2.0,Knee_injury,2019-03-22,Lakers,placed on IL with right knee tendinitis (out for season),1,knee,Leg,1,2019.0,3.0,0,Josh,Hart,1628404,Josh Hart,1
Josh Jackson,18-19,18.5,22.0,80.0,200.0,79,25.2,0.234,102.26,4225,10.6,7.0,4.0,1.5,1.9,4.21,3.1,0.7,40.3,25.3,2.51,1.74,0.5,0.2,1.4,Suns,2019-03-23,2019-03-30,7.0,Sprained_ankle,2019-03-23,Suns,placed on IL with sprained right ankle,0,ankle,Leg,1,2019.0,3.0,0,Josh,Jackson,1628367,Josh Jackson,1
Josh Okogie,18-19,18.5,20.0,76.0,212.0,74,23.7,0.148,103.89,3797,6.9,3.0,1.3,1.2,1.86,4.4,1.3,0.4,23.5,17.6,2.08,1.32,0.4,0.0,1.2,,,,,,,,,0,,,0,,,0,Josh,Okogie,1629006,Josh Okogie,1
Josh Richardson,18-19,18.5,25.0,78.0,200.0,73,34.8,0.203,99.49,5272,14.1,10.1,4.0,4.6,2.67,4.3,4.7,1.6,67.5,36.3,3.77,3.11,0.7,0.2,1.3,,,,,,,,,0,,,0,,,0,Josh,Richardson,1626196,Josh Richardson,1
Jrue Holiday,18-19,18.5,29.0,76.0,205.0,67,35.8,0.25,104.13,5212,17.3,16.6,7.7,6.3,2.76,4.32,6.6,3.4,86.3,41.7,3.76,3.33,1.1,0.5,2.0,,,,,,,,,0,,,0,,,0,Jrue,Holiday,201950,Jrue Holiday,1
Juancho Hernangomez,18-19,18.5,23.0,81.0,230.0,70,19.4,0.119,99.61,2818,4.5,0.8,0.4,0.2,1.52,4.37,0.1,0.1,22.8,14.3,1.72,0.59,0.2,0.3,1.6,,,,,,,,,0,,,0,,,0,Juancho,Hernangomez,1627823,Juancho Hernangomez,1
Julian Washburn,18-19,18.5,27.0,80.0,209.0,18,14.1,0.096,98.03,513,2.7,1.3,0.4,0.8,1.06,4.22,1.0,0.2,16.1,9.3,2.2,1.3,0.2,0.0,0.6,,,,,,,,,0,,,0,,,0,Julian,Washburn,1627395,Julian Washburn,0
Julius Randle,18-19,18.5,24.0,81.0,250.0,73,30.6,0.273,104.48,4857,14.9,7.2,3.7,2.0,2.18,4.01,1.8,0.6,59.5,36.1,2.88,1.8,3.7,5.2,5.5,Pelicans,2019-01-29,2019-02-06,8.0,Sprained_ankle,2018-12-18,Pelicans,sprained right ankle (DTD),0,ankle,Leg,1,2018.0,12.0,0,Julius,Randle,203944,Julius Randle,1
Justin Anderson,18-19,18.5,25.0,78.0,230.0,48,9.7,0.166,109.25,1046,3.3,1.3,0.7,0.4,0.74,4.25,0.5,0.3,11.7,7.3,1.89,1.1,0.3,0.0,0.8,,,,,,,,,0,,,0,,,0,Justin,Anderson,1626147,Justin Anderson,0
Justin Holiday,18-19,18.5,30.0,78.0,181.0,82,31.8,0.153,99.6,5394,9.5,2.7,1.0,1.2,2.46,4.37,2.6,1.2,36.6,26.7,2.02,1.22,0.7,0.0,1.2,,,,,,,,,0,,,0,,,0,Justin,Holiday,203200,Justin Holiday,1
Justin Jackson,18-19,18.5,24.0,80.0,210.0,81,19.9,0.141,103.5,3470,6.0,1.7,1.0,0.4,1.55,4.38,1.4,0.3,25.1,16.5,1.7,0.74,0.5,0.2,1.0,,,,,,,,,0,,,0,,,0,Justin,Jackson,1628382,Justin Jackson,1
Justin Patton,18-19,18.5,22.0,84.0,241.0,3,6.9,0.14,106.02,47,2.3,0.0,0.0,0.0,0.55,4.45,0.0,0.0,14.7,7.3,1.07,0.23,1.3,0.0,2.0,,,,,,,,,0,,,0,,,0,Justin,Patton,1628383,Justin Patton,0
Justise Winslow,18-19,18.5,23.0,79.0,225.0,66,29.7,0.206,99.61,4058,11.3,8.8,4.3,3.1,2.22,4.19,2.3,0.5,69.2,26.8,3.8,3.18,0.5,0.3,1.7,,,,,,,,,0,,,0,,,0,Justise,Winslow,1626159,Justise Winslow,1
Jusuf Nurkic,18-19,18.5,24.0,84.0,275.0,72,27.4,0.241,101.57,4171,11.5,0.7,0.5,0.1,1.99,4.08,0.4,0.0,59.5,34.2,1.71,0.51,4.8,4.4,7.5,,,,,,,,,0,,,0,,,0,Jusuf,Nurkic,203994,Jusuf Nurkic,1
Kadeem Allen,18-19,18.5,26.0,75.0,200.0,19,21.9,0.195,100.38,869,7.4,10.3,3.8,4.6,1.7,4.35,3.0,0.7,48.5,17.9,4.65,4.47,0.3,0.0,0.4,,,,,,,,,0,,,0,,,0,Kadeem,Allen,1628443,Kadeem Allen,0
Kalin Lucas,18-19,18.5,30.0,73.0,195.0,1,5.6,0.154,103.16,12,1.0,2.0,0.0,1.0,0.49,5.04,1.0,1.0,13.0,3.0,5.6,5.85,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Kalin,Lucas,203564,Kalin Lucas,0
Karl-Anthony Towns,18-19,18.5,23.0,84.0,248.0,77,33.0,0.28,101.05,5361,17.1,3.6,2.0,0.7,2.36,4.01,1.3,0.4,73.3,44.8,1.99,0.66,3.6,12.9,6.5,,,,,,,,,0,,,0,,,0,Karl-Anthony,Towns,1626157,Karl-Anthony Towns,1
Kawhi Leonard,18-19,18.5,28.0,79.0,230.0,60,34.0,0.3,100.31,4272,18.8,13.6,6.0,5.1,2.56,4.23,8.7,2.4,57.2,38.1,4.24,3.64,1.1,4.0,2.6,Raptors,2018-11-04,2018-11-07,3.0,Sore_ankle,2018-11-04,Raptors,placed on IL with sore left ankle,0,ankle,Leg,1,2018.0,11.0,0,Kawhi,Leonard,202695,Kawhi Leonard,1
Kawhi Leonard,18-19,18.5,28.0,79.0,230.0,60,34.0,0.3,100.31,4272,18.8,13.6,6.0,5.1,2.56,4.23,8.7,2.4,57.2,38.1,4.24,3.64,1.1,4.0,2.6,Raptors,2018-11-04,2018-11-07,3.0,Sore_ankle,2018-12-11,Raptors,placed on IL with right hip injury,0,hip,Lower Body,1,2018.0,12.0,1,Kawhi,Leonard,202695,Kawhi Leonard,1
Kawhi Leonard,18-19,18.5,28.0,79.0,230.0,60,34.0,0.3,100.31,4272,18.8,13.6,6.0,5.1,2.56,4.23,8.7,2.4,57.2,38.1,4.24,3.64,1.1,4.0,2.6,Raptors,2018-11-04,2018-11-07,3.0,Sore_ankle,2019-02-07,Raptors,sore left knee (DTD),0,knee,Leg,1,2019.0,2.0,0,Kawhi,Leonard,202695,Kawhi Leonard,1
Keita Bates-Diop,18-19,18.5,23.0,81.0,229.0,30,16.8,0.14,100.84,1058,4.7,1.0,0.7,0.2,1.28,4.22,0.8,0.1,16.5,11.3,1.98,0.99,0.3,0.1,1.4,,,,,,,,,0,,,0,,,0,Keita,Bates-Diop,1628966,Keita Bates-Diop,1
Kelly Olynyk,18-19,18.5,28.0,84.0,240.0,79,22.9,0.175,99.51,3773,7.1,2.0,0.8,0.7,1.74,4.26,0.9,0.7,46.4,26.2,1.67,0.59,1.2,1.2,2.1,,,,,,,,,0,,,0,,,0,Kelly,Olynyk,203482,Kelly Olynyk,1
Kelly Oubre Jr.,18-19,18.5,23.0,79.0,205.0,69,28.0,0.223,103.95,4180,12.2,6.0,3.6,0.9,2.13,4.23,2.0,1.0,38.9,25.2,2.24,1.46,0.6,0.1,1.9,,,,,,,,,0,,,0,,,0,Kelly,Oubre Jr.,1626162,Kelly Oubre Jr.,1
Kemba Walker,18-19,18.5,29.0,73.0,184.0,82,34.9,0.308,99.38,5933,20.5,15.2,6.9,5.6,2.55,4.13,10.3,6.0,84.5,31.4,5.35,5.04,0.4,0.0,0.6,,,,,,,,,0,,,0,,,0,Kemba,Walker,202689,Kemba Walker,1
Kenneth Faried,18-19,18.5,29.0,80.0,220.0,37,19.7,0.194,101.94,1546,7.2,0.6,0.4,0.1,1.47,4.19,0.1,0.1,32.7,16.5,1.62,0.54,2.7,0.4,5.9,,,,,,,,,0,,,0,,,0,Kenneth,Faried,202702,Kenneth Faried,0
Kenrich Williams,18-19,18.5,24.0,79.0,210.0,46,23.5,0.119,105.77,2379,6.1,2.0,0.7,1.1,1.88,4.51,1.0,0.6,33.0,18.7,1.81,1.2,0.5,0.1,2.1,,,,,,,,,0,,,0,,,0,Kenrich,Williams,1629026,Kenrich Williams,1
Kent Bazemore,18-19,18.5,29.0,77.0,201.0,67,24.5,0.215,106.15,3627,10.3,6.8,3.0,2.1,1.92,4.36,3.3,1.6,36.8,24.5,2.49,1.98,0.4,0.0,0.7,Hawks,2018-12-31,2019-01-30,30.0,Sprained_ankle,2018-12-30,Hawks,sprained right ankle (out indefinitely),1,ankle,Leg,1,2018.0,12.0,0,Kent,Bazemore,203145,Kent Bazemore,1
Kent Bazemore,18-19,18.5,29.0,77.0,201.0,67,24.5,0.215,106.15,3627,10.3,6.8,3.0,2.1,1.92,4.36,3.3,1.6,36.8,24.5,2.49,1.98,0.4,0.0,0.7,Hawks,2018-12-31,2019-01-30,30.0,Sprained_ankle,2018-12-31,Hawks,placed on IL with sprained right ankle,0,ankle,Leg,1,2018.0,12.0,0,Kent,Bazemore,203145,Kent Bazemore,1
Kent Bazemore,18-19,18.5,29.0,77.0,201.0,67,24.5,0.215,106.15,3627,10.3,6.8,3.0,2.1,1.92,4.36,3.3,1.6,36.8,24.5,2.49,1.98,0.4,0.0,0.7,Hawks,2018-12-31,2019-01-30,30.0,Sprained_ankle,2019-04-05,Hawks,placed on IL with strained left adductor,0,adductor and adductor,Others,1,2019.0,4.0,0,Kent,Bazemore,203145,Kent Bazemore,1
Kentavious Caldwell-Pope,18-19,18.5,26.0,77.0,205.0,82,24.8,0.175,104.26,4425,9.2,1.9,1.0,0.7,1.9,4.28,2.5,1.1,35.0,19.1,2.0,1.27,0.9,0.0,1.0,,,,,,,,,0,,,0,,,0,Kentavious,Caldwell-Pope,203484,Kentavious Caldwell-Pope,1
Kevin Durant,18-19,18.5,30.0,81.0,240.0,78,34.6,0.283,103.33,5813,17.7,7.5,3.7,2.1,2.38,3.93,8.8,2.7,69.5,39.9,3.6,2.61,2.0,6.3,1.6,Warriors,2019-03-13,2019-03-18,5.0,Sprained_ankle,2019-03-12,Warriors,sprained right ankle (DTD),0,ankle,Leg,1,2019.0,3.0,0,Kevin,Durant,201142,Kevin Durant,1
Kevin Durant,18-19,18.5,30.0,81.0,240.0,78,34.6,0.283,103.33,5813,17.7,7.5,3.7,2.1,2.38,3.93,8.8,2.7,69.5,39.9,3.6,2.61,2.0,6.3,1.6,Warriors,2019-03-13,2019-03-18,5.0,Sprained_ankle,2019-04-09,Warriors,placed on IL with flu,0,other,Others,1,2019.0,4.0,0,Kevin,Durant,201142,Kevin Durant,1
Kevin Durant,18-19,18.5,30.0,81.0,240.0,78,34.6,0.283,103.33,5813,17.7,7.5,3.7,2.1,2.38,3.93,8.8,2.7,69.5,39.9,3.6,2.61,2.0,6.3,1.6,Warriors,2019-03-13,2019-03-18,5.0,Sprained_ankle,2019-05-09,Warriors,strained right calf (DTD),0,calf,Leg,1,2019.0,5.0,0,Kevin,Durant,201142,Kevin Durant,1
Kevin Durant,18-19,18.5,30.0,81.0,240.0,78,34.6,0.283,103.33,5813,17.7,7.5,3.7,2.1,2.38,3.93,8.8,2.7,69.5,39.9,3.6,2.61,2.0,6.3,1.6,Warriors,2019-03-13,2019-03-18,5.0,Sprained_ankle,2019-06-12,Warriors,torn right Achilles tendon (out for season),1,Achilles,Leg,1,2019.0,6.0,0,Kevin,Durant,201142,Kevin Durant,1
Kevin Huerter,18-19,18.5,20.0,79.0,190.0,75,27.3,0.153,105.58,4498,8.8,4.7,2.3,1.9,2.15,4.41,2.5,1.6,30.5,23.3,2.58,2.08,0.4,0.0,1.1,Hawks,2019-02-22,2019-02-25,3.0,Sprained_ankle,2019-01-08,Hawks,back injury (DTD),0,back,Back,1,2019.0,1.0,0,Kevin,Huerter,1628989,Kevin Huerter,1
Kevin Huerter,18-19,18.5,20.0,79.0,190.0,75,27.3,0.153,105.58,4498,8.8,4.7,2.3,1.9,2.15,4.41,2.5,1.6,30.5,23.3,2.58,2.08,0.4,0.0,1.1,Hawks,2019-02-22,2019-02-25,3.0,Sprained_ankle,2019-01-21,Hawks,sore neck (DTD),0,neck,Head,1,2019.0,1.0,0,Kevin,Huerter,1628989,Kevin Huerter,1
Kevin Huerter,18-19,18.5,20.0,79.0,190.0,75,27.3,0.153,105.58,4498,8.8,4.7,2.3,1.9,2.15,4.41,2.5,1.6,30.5,23.3,2.58,2.08,0.4,0.0,1.1,Hawks,2019-02-22,2019-02-25,3.0,Sprained_ankle,2019-02-22,Hawks,placed on IL with sprained left ankle,0,ankle,Leg,1,2019.0,2.0,0,Kevin,Huerter,1628989,Kevin Huerter,1
Kevin Knox II,18-19,18.5,19.0,81.0,215.0,75,28.8,0.219,101.87,4574,12.2,5.4,3.5,0.7,2.15,4.21,3.3,0.6,41.6,27.1,2.23,1.18,0.4,0.3,1.1,,,,,,,,,0,,,0,,,0,Kevin,Knox II,1628995,Kevin Knox II,1
Kevin Love,18-19,18.5,30.0,82.0,251.0,22,27.2,0.259,100.23,1247,12.9,1.9,0.7,0.9,1.93,4.01,2.2,1.4,55.3,33.2,1.9,0.66,1.4,5.6,3.5,,,,,,,,,0,,,0,,,0,Kevin,Love,201567,Kevin Love,1
Kevon Looney,18-19,18.5,23.0,81.0,220.0,80,18.5,0.122,103.25,3177,4.3,0.6,0.3,0.2,1.41,4.3,0.2,0.0,28.1,18.0,1.4,0.45,1.5,1.0,4.9,,,,,,,,,0,,,0,,,0,Kevon,Looney,1626172,Kevon Looney,1
Khem Birch,18-19,18.5,26.0,81.0,233.0,50,12.9,0.136,101.21,1356,3.0,0.4,0.2,0.1,0.96,4.19,0.0,0.0,18.4,10.1,1.42,0.53,1.6,0.4,3.8,,,,,,,,,0,,,0,,,0,Khem,Birch,203920,Khem Birch,1
Khris Middleton,18-19,18.5,27.0,80.0,222.0,77,31.1,0.246,104.39,5208,14.9,7.8,3.5,3.0,2.35,4.26,6.5,3.1,55.7,27.0,3.6,2.91,0.7,2.0,1.1,,,,,,,,,0,,,0,,,0,Khris,Middleton,203114,Khris Middleton,1
Khyri Thomas,18-19,18.5,23.0,75.0,210.0,26,7.5,0.158,100.8,410,2.7,1.2,0.5,0.4,0.61,4.51,0.8,0.1,9.4,6.6,2.67,2.25,0.0,0.0,0.2,,,,,,,,,0,,,0,,,0,Khyri,Thomas,1629017,Khyri Thomas,0
Klay Thompson,18-19,18.5,29.0,79.0,215.0,78,34.0,0.254,102.39,5648,18.0,4.4,1.8,2.0,2.54,4.28,5.8,1.4,46.3,35.6,2.04,1.31,1.5,1.3,1.9,Warriors,2019-04-09,2019-04-10,1.0,Sore_knee,2019-01-31,Warriors,illness (DTD),0,other,Others,1,2019.0,1.0,0,Klay,Thompson,202691,Klay Thompson,1
Klay Thompson,18-19,18.5,29.0,79.0,215.0,78,34.0,0.254,102.39,5648,18.0,4.4,1.8,2.0,2.54,4.28,5.8,1.4,46.3,35.6,2.04,1.31,1.5,1.3,1.9,Warriors,2019-04-09,2019-04-10,1.0,Sore_knee,2019-03-02,Warriors,sore right knee (DTD),0,knee,Leg,1,2019.0,3.0,0,Klay,Thompson,202691,Klay Thompson,1
Klay Thompson,18-19,18.5,29.0,79.0,215.0,78,34.0,0.254,102.39,5648,18.0,4.4,1.8,2.0,2.54,4.28,5.8,1.4,46.3,35.6,2.04,1.31,1.5,1.3,1.9,Warriors,2019-04-09,2019-04-10,1.0,Sore_knee,2019-06-05,Warriors,strained left hamstring (DTD),0,hamstring,Leg,1,2019.0,6.0,0,Klay,Thompson,202691,Klay Thompson,1
Klay Thompson,18-19,18.5,29.0,79.0,215.0,78,34.0,0.254,102.39,5648,18.0,4.4,1.8,2.0,2.54,4.28,5.8,1.4,46.3,35.6,2.04,1.31,1.5,1.3,1.9,Warriors,2019-04-09,2019-04-10,1.0,Sore_knee,2019-06-14,Warriors,torn ACL in left knee (out for season),1,knee,Leg,1,2019.0,6.0,0,Klay,Thompson,202691,Klay Thompson,1
Kobi Simmons,18-19,18.5,21.0,76.0,170.0,1,1.8,0.0,93.33,4,0.0,0.0,0.0,0.0,0.13,3.08,0.0,,2.0,1.0,6.2,4.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Kobi,Simmons,1628424,Kobi Simmons,0
Kosta Koufos,18-19,18.5,30.0,84.0,245.0,42,11.9,0.15,105.85,1098,3.6,0.4,0.2,0.1,0.92,4.32,0.4,,20.6,11.3,1.65,0.38,2.2,1.2,3.7,,,,,,,,,0,,,0,,,0,Kosta,Koufos,201585,Kosta Koufos,0
Kostas Antetokounmpo,18-19,18.5,21.0,82.0,200.0,2,5.3,0.24,102.21,22,1.5,0.5,0.5,0.0,0.38,4.22,0.0,,8.0,6.0,2.61,1.63,0.5,2.5,1.0,Mavericks,2019-04-07,2019-04-09,2.0,Sore_knee,2019-02-08,Mavericks,illness (DTD),0,other,Others,1,2019.0,2.0,0,Kostas,Antetokounmpo,1628961,Kostas Antetokounmpo,1
Kostas Antetokounmpo,18-19,18.5,21.0,82.0,200.0,2,5.3,0.24,102.21,22,1.5,0.5,0.5,0.0,0.38,4.22,0.0,,8.0,6.0,2.61,1.63,0.5,2.5,1.0,Mavericks,2019-04-07,2019-04-09,2.0,Sore_knee,2019-03-04,Mavericks,hip flexor injury (DTD),0,hip and flexor,Others,1,2019.0,3.0,0,Kostas,Antetokounmpo,1628961,Kostas Antetokounmpo,1
Kostas Antetokounmpo,18-19,18.5,21.0,82.0,200.0,2,5.3,0.24,102.21,22,1.5,0.5,0.5,0.0,0.38,4.22,0.0,,8.0,6.0,2.61,1.63,0.5,2.5,1.0,Mavericks,2019-04-07,2019-04-09,2.0,Sore_knee,2019-04-07,Mavericks,sore left knee (DTD),0,knee,Leg,1,2019.0,4.0,0,Kostas,Antetokounmpo,1628961,Kostas Antetokounmpo,1
Kris Dunn,18-19,18.5,25.0,76.0,205.0,46,30.2,0.198,99.5,2878,11.0,11.7,5.6,4.8,2.28,4.28,4.5,0.8,69.6,23.5,4.97,4.55,0.4,0.5,0.5,,,,,,,,,0,,,0,,,0,Kris,Dunn,1627739,Kris Dunn,0
Kyle Anderson,18-19,18.5,25.0,81.0,230.0,43,29.8,0.127,96.78,2582,6.4,3.7,1.7,1.7,2.21,4.16,0.8,0.1,44.6,30.2,2.71,1.48,1.6,0.3,3.0,Grizzlies,2019-01-14,2019-01-28,14.0,Sprained_ankle,2018-12-15,Grizzlies,placed on IL with sprained left ankle,0,ankle,Leg,1,2018.0,12.0,0,Kyle,Anderson,203937,Kyle Anderson,1
Kyle Anderson,18-19,18.5,25.0,81.0,230.0,43,29.8,0.127,96.78,2582,6.4,3.7,1.7,1.7,2.21,4.16,0.8,0.1,44.6,30.2,2.71,1.48,1.6,0.3,3.0,Grizzlies,2019-01-14,2019-01-28,14.0,Sprained_ankle,2019-02-01,Grizzlies,sore right shoulder (out for season),1,shoulder,Upper Body,1,2019.0,2.0,0,Kyle,Anderson,203937,Kyle Anderson,1
