PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE,Date,Team,Notes,Out Indefinitely,injury_type,body_part,Injured,year,month,lower body injury,first_name,last_name,id,full_name,is_active
Brook Lopez,16-17,16.5,29.0,84.0,268.0,75,29.6,0.286,102.95,4778,15.6,3.3,1.9,0.4,2.0,4.05,1.8,0.3,51.0,40.1,2.01,0.9,3.7,9.8,5.2,Nets,2017-03-09,2017-03-12,3.0,Sprained_ankle,2017-03-09,Nets,sprained right ankle (DTD),0,ankle,Leg,1,2017.0,3.0,0,Brook,Lopez,201572,Brook Lopez,1
Bruno Caboclo,16-17,16.5,21.0,81.0,205.0,9,4.5,0.175,100.05,86,1.8,0.5,0.3,0.0,0.36,4.56,0.4,0.1,6.8,4.5,1.91,0.93,0.0,0.0,0.6,,,,,,,,,0,,,0,,,0,Bruno,Caboclo,203998,Bruno Caboclo,0
Bryn Forbes,16-17,16.5,23.0,75.0,190.0,36,7.9,0.172,97.47,581,2.8,0.6,0.3,0.1,0.57,4.32,1.1,0.4,12.4,7.0,3.67,3.06,0.1,0.0,0.0,,,,,,,,,0,,,0,,,0,Bryn,Forbes,1627854,Bryn Forbes,1
Buddy Hield,16-17,16.5,24.0,76.0,214.0,82,23.0,0.209,98.76,3892,9.4,4.2,1.9,1.3,1.79,4.66,3.6,1.6,33.2,23.2,2.78,2.19,0.6,0.1,0.8,,,,,,,,,0,,,0,,,0,Buddy,Hield,1627741,Buddy Hield,1
C.J. Watson,16-17,16.5,33.0,74.0,175.0,62,16.3,0.139,98.23,2067,4.0,1.9,0.6,0.8,1.18,4.34,1.7,0.6,26.4,14.4,3.44,3.02,0.4,0.0,0.5,,,,,,,,,0,,,0,,,0,C.J.,Watson,201228,C.J. Watson,0
C.J. Wilcox,16-17,16.5,26.0,77.0,195.0,22,4.9,0.143,98.91,223,1.4,0.5,0.1,0.1,0.34,4.12,0.5,0.0,5.7,4.8,2.22,1.33,0.2,0.0,0.1,,,,,,,,,0,,,0,,,0,C.J.,Wilcox,203912,C.J. Wilcox,0
CJ McCollum,16-17,16.5,25.0,75.0,190.0,80,34.9,0.268,98.58,5750,18.0,10.1,5.3,2.6,2.6,4.49,8.1,1.9,63.5,32.9,4.49,4.26,0.9,0.2,1.0,,,,,,,,,0,,,0,,,0,CJ,McCollum,203468,CJ McCollum,1
CJ Miles,16-17,16.5,30.0,78.0,225.0,76,23.4,0.179,97.35,3609,8.5,1.6,0.8,0.4,1.58,4.06,1.2,0.4,26.9,18.1,1.59,0.71,0.5,0.1,0.7,,,,,,,,,0,,,0,,,0,CJ,Miles,101139,CJ Miles,0
Cameron Payne,16-17,16.5,22.0,75.0,185.0,31,14.9,0.212,98.84,946,6.2,3.5,1.6,1.2,1.07,4.32,2.7,0.9,30.1,9.9,5.42,5.02,0.2,0.0,0.4,,,,,,,,,0,,,0,,,0,Cameron,Payne,1626166,Cameron Payne,1
Caris LeVert,16-17,16.5,22.0,79.0,203.0,57,21.7,0.161,104.53,2691,6.7,5.0,1.8,1.8,1.57,4.34,2.0,1.1,30.8,20.2,2.85,2.35,0.4,0.1,0.7,Nets,2017-02-05,2017-02-08,3.0,Sore_knee,2016-10-26,Nets,placed on IL with sore foot,0,foot,Foot,1,2016.0,10.0,0,Caris,LeVert,1627747,Caris LeVert,1
Caris LeVert,16-17,16.5,22.0,79.0,203.0,57,21.7,0.161,104.53,2691,6.7,5.0,1.8,1.8,1.57,4.34,2.0,1.1,30.8,20.2,2.85,2.35,0.4,0.1,0.7,Nets,2017-02-05,2017-02-08,3.0,Sore_knee,2017-01-27,Nets,rest (DTD),0,other,Others,1,2017.0,1.0,0,Caris,LeVert,1627747,Caris LeVert,1
Caris LeVert,16-17,16.5,22.0,79.0,203.0,57,21.7,0.161,104.53,2691,6.7,5.0,1.8,1.8,1.57,4.34,2.0,1.1,30.8,20.2,2.85,2.35,0.4,0.1,0.7,Nets,2017-02-05,2017-02-08,3.0,Sore_knee,2017-02-05,Nets,sore right knee (DTD),0,knee,Leg,1,2017.0,2.0,0,Caris,LeVert,1627747,Caris LeVert,1
Carmelo Anthony,16-17,16.5,33.0,80.0,240.0,74,34.3,0.286,97.04,5138,18.8,2.3,1.4,0.3,2.21,3.86,9.0,2.0,59.9,43.7,3.06,1.84,3.3,6.3,2.1,Knicks,2017-04-07,2017-04-12,5.0,Sore_knee,2016-12-15,Knicks,placed on IL with sore right shoulder,0,shoulder,Upper Body,1,2016.0,12.0,0,Carmelo,Anthony,2546,Carmelo Anthony,0
Carmelo Anthony,16-17,16.5,33.0,80.0,240.0,74,34.3,0.286,97.04,5138,18.8,2.3,1.4,0.3,2.21,3.86,9.0,2.0,59.9,43.7,3.06,1.84,3.3,6.3,2.1,Knicks,2017-04-07,2017-04-12,5.0,Sore_knee,2017-03-06,Knicks,sore left knee (DTD),0,knee,Leg,1,2017.0,3.0,0,Carmelo,Anthony,2546,Carmelo Anthony,0
Carmelo Anthony,16-17,16.5,33.0,80.0,240.0,74,34.3,0.286,97.04,5138,18.8,2.3,1.4,0.3,2.21,3.86,9.0,2.0,59.9,43.7,3.06,1.84,3.3,6.3,2.1,Knicks,2017-04-07,2017-04-12,5.0,Sore_knee,2017-03-31,Knicks,placed on IL with sore lower back,0,back,Back,1,2017.0,3.0,0,Carmelo,Anthony,2546,Carmelo Anthony,0
Chandler Parsons,16-17,16.5,28.0,82.0,230.0,34,19.8,0.181,94.05,1328,6.5,3.1,1.4,1.0,1.38,4.17,1.6,0.6,29.2,21.8,2.64,1.64,0.7,0.7,0.8,,,,,,,,,0,,,0,,,0,Chandler,Parsons,202718,Chandler Parsons,0
Channing Frye,16-17,16.5,34.0,83.0,255.0,74,18.9,0.193,97.81,2860,7.0,0.7,0.4,0.2,1.24,3.93,0.6,0.1,32.5,16.7,1.39,0.26,1.0,0.9,1.6,,,,,,,,,0,,,0,,,0,Channing,Frye,101112,Channing Frye,0
Chasson Randle,16-17,16.5,24.0,74.0,185.0,26,11.5,0.193,99.52,613,3.8,3.0,1.1,1.2,0.9,4.69,0.8,0.5,26.9,10.2,3.99,3.65,0.2,0.0,0.4,Knicks,2017-04-06,2017-04-07,1.0,Sprained_ankle,2017-04-06,Knicks,placed on IL with sprained left ankle,0,ankle,Leg,1,2017.0,4.0,0,Chasson,Randle,1626184,Chasson Randle,1
Cheick Diallo,16-17,16.5,20.0,81.0,220.0,17,11.7,0.198,101.48,419,4.5,0.4,0.3,0.0,0.86,4.41,0.5,,17.4,7.8,1.52,0.34,1.2,1.2,2.3,,,,,,,,,0,,,0,,,0,Cheick,Diallo,1627767,Cheick Diallo,0
Chinanu Onuaku,16-17,16.5,20.0,82.0,245.0,5,10.3,0.105,104.65,113,1.4,0.4,0.0,0.0,0.69,3.96,0.0,,13.0,6.2,1.48,0.6,0.4,0.4,2.2,,,,,,,,,0,,,0,,,0,Chinanu,Onuaku,1627778,Chinanu Onuaku,0
Chris Andersen,16-17,16.5,38.0,82.0,245.0,12,9.5,0.134,97.65,231,1.8,0.3,0.2,0.0,0.63,4.01,0.2,0.0,13.1,6.4,1.61,0.35,0.7,0.1,1.5,,,,,,,,,0,,,0,,,0,Chris,Andersen,2365,Chris Andersen,0
Chris McCullough,16-17,16.5,22.0,81.0,215.0,16,5.0,0.189,102.92,172,2.0,0.4,0.1,0.1,0.38,4.47,0.3,0.1,9.3,5.0,1.41,0.44,0.5,0.1,1.2,,,,,,,,,0,,,0,,,0,Chris,McCullough,1626191,Chris McCullough,0
Chris Paul,16-17,16.5,32.0,72.0,175.0,61,31.5,0.239,96.97,3889,12.9,9.7,3.0,4.2,2.07,3.95,9.3,3.5,86.1,32.7,5.32,4.92,1.1,1.6,0.7,,,,,,,,,0,,,0,,,0,Chris,Paul,101108,Chris Paul,1
Christian Wood,16-17,16.5,21.0,83.0,220.0,13,8.2,0.15,95.34,214,1.8,0.5,0.2,0.2,0.6,4.38,0.1,0.0,9.7,5.5,1.52,0.47,0.5,0.2,1.5,Hornets,2016-11-21,2016-11-23,2.0,Sprained_ankle,2016-11-02,Hornets,strep throat (DTD),0,throat,Facial,1,2016.0,11.0,0,Christian,Wood,1626174,Christian Wood,1
Christian Wood,16-17,16.5,21.0,83.0,220.0,13,8.2,0.15,95.34,214,1.8,0.5,0.2,0.2,0.6,4.38,0.1,0.0,9.7,5.5,1.52,0.47,0.5,0.2,1.5,Hornets,2016-11-21,2016-11-23,2.0,Sprained_ankle,2016-11-21,Hornets,sprained right ankle (DTD),0,ankle,Leg,1,2016.0,11.0,0,Christian,Wood,1626174,Christian Wood,1
Clint Capela,16-17,16.5,23.0,82.0,240.0,65,23.9,0.199,99.99,3220,8.7,0.6,0.3,0.1,1.67,4.23,0.0,,43.6,22.4,1.43,0.34,4.0,0.5,10.0,,,,,,,,,0,,,0,,,0,Clint,Capela,203991,Clint Capela,1
Cody Zeller,16-17,16.5,24.0,84.0,240.0,62,27.8,0.153,96.29,3463,7.1,1.3,0.8,0.3,2.0,4.31,0.3,0.0,29.3,22.5,1.56,0.66,5.3,0.7,6.1,,,,,,,,,0,,,0,,,0,Cody,Zeller,203469,Cody Zeller,1
Cole Aldrich,16-17,16.5,28.0,83.0,250.0,62,8.6,0.091,98.34,1082,1.4,0.1,0.0,0.0,0.6,4.2,0.0,,11.6,5.6,1.41,0.29,1.4,0.3,2.1,,,,,,,,,0,,,0,,,0,Cole,Aldrich,202332,Cole Aldrich,0
Corey Brewer,16-17,16.5,31.0,81.0,186.0,82,15.6,0.143,100.67,2668,4.2,2.0,1.1,0.6,1.12,4.32,0.3,0.1,17.2,11.7,2.01,1.24,0.4,0.0,0.8,,,,,,,,,0,,,0,,,0,Corey,Brewer,201147,Corey Brewer,0
Cory Joseph,16-17,16.5,25.0,75.0,190.0,80,25.0,0.179,96.95,4045,8.3,7.9,3.3,2.9,1.91,4.6,2.8,0.2,52.9,21.1,5.03,5.31,0.4,0.1,1.0,,,,,,,,,0,,,0,,,0,Cory,Joseph,202709,Cory Joseph,1
Courtney Lee,16-17,16.5,31.0,77.0,200.0,77,31.9,0.144,96.57,4948,9.1,3.4,1.6,1.1,2.26,4.25,3.2,0.5,42.4,32.9,2.48,1.56,0.8,0.1,0.9,Knicks,2016-12-02,2016-12-06,4.0,Sprained_ankle,2016-11-30,Knicks,sprained left ankle (DTD),0,ankle,Leg,1,2016.0,11.0,0,Courtney,Lee,201584,Courtney Lee,0
Courtney Lee,16-17,16.5,31.0,77.0,200.0,77,31.9,0.144,96.57,4948,9.1,3.4,1.6,1.1,2.26,4.25,3.2,0.5,42.4,32.9,2.48,1.56,0.8,0.1,0.9,Knicks,2016-12-02,2016-12-06,4.0,Sprained_ankle,2016-12-27,Knicks,sore right wrist (DTD),0,wrist,Hand,1,2016.0,12.0,0,Courtney,Lee,201584,Courtney Lee,0
Cristiano Felicio,16-17,16.5,24.0,81.0,266.0,66,15.8,0.124,96.43,2080,3.3,0.3,0.1,0.1,1.13,4.3,0.1,,21.2,12.4,1.54,0.35,1.5,0.4,4.0,,,,,,,,,0,,,0,,,0,Cristiano,Felicio,1626245,Cristiano Felicio,0
D'Angelo Russell,16-17,16.5,21.0,77.0,195.0,63,28.7,0.264,100.24,3775,13.8,6.3,3.0,1.8,2.09,4.38,6.4,2.9,69.5,28.8,4.42,3.54,0.7,1.0,1.2,Lakers,2017-04-05,2017-04-07,2.0,Sore_knee,2016-11-18,Lakers,placed on IL with sore left knee,0,knee,Leg,1,2016.0,11.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D'Angelo Russell,16-17,16.5,21.0,77.0,195.0,63,28.7,0.264,100.24,3775,13.8,6.3,3.0,1.8,2.09,4.38,6.4,2.9,69.5,28.8,4.42,3.54,0.7,1.0,1.2,Lakers,2017-04-05,2017-04-07,2.0,Sore_knee,2016-12-17,Lakers,placed on IL for rest,0,other,Others,1,2016.0,12.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D'Angelo Russell,16-17,16.5,21.0,77.0,195.0,63,28.7,0.264,100.24,3775,13.8,6.3,3.0,1.8,2.09,4.38,6.4,2.9,69.5,28.8,4.42,3.54,0.7,1.0,1.2,Lakers,2017-04-05,2017-04-07,2.0,Sore_knee,2017-01-21,Lakers,strained left calf / sprained ligament in right knee (DTD),0,knee and calf,Others,1,2017.0,1.0,0,D'Angelo,Russell,1626156,D'Angelo Russell,1
D.J. Augustin,16-17,16.5,29.0,72.0,183.0,78,19.7,0.194,96.65,3101,6.6,4.0,1.3,1.6,1.34,4.1,2.9,1.6,43.0,16.5,5.19,5.62,0.3,0.1,0.2,Magic,2017-01-24,2017-01-27,3.0,Sprained_ankle,,,,0,,,0,,,0,D.J.,Augustin,201571,D.J. Augustin,0
Dahntay Jones,16-17,16.5,36.0,78.0,225.0,1,12.0,0.417,82.0,20,8.0,4.0,2.0,2.0,0.78,4.0,1.0,0.0,27.0,16.0,4.59,3.74,1.0,1.0,1.0,,,,,,,,,0,,,0,,,0,Dahntay,Jones,2563,Dahntay Jones,0
Damian Jones,16-17,16.5,22.0,84.0,245.0,10,8.5,0.135,98.16,175,1.6,0.3,0.1,0.0,0.59,4.16,0.0,,11.0,6.6,1.61,0.38,1.2,0.3,2.2,,,,,,,,,0,,,0,,,0,Damian,Jones,1627745,Damian Jones,1
Damian Lillard,16-17,16.5,26.0,75.0,195.0,75,35.9,0.304,98.21,5511,19.8,13.8,6.6,3.7,2.49,4.17,8.9,4.7,85.9,29.9,5.65,5.31,0.9,0.0,1.2,Blazers,2016-12-26,2017-01-05,10.0,Sprained_ankle,2016-12-26,Blazers,placed on IL with sprained left ankle,0,ankle,Leg,1,2016.0,12.0,0,Damian,Lillard,203081,Damian Lillard,1
Damian Lillard,16-17,16.5,26.0,75.0,195.0,75,35.9,0.304,98.21,5511,19.8,13.8,6.6,3.7,2.49,4.17,8.9,4.7,85.9,29.9,5.65,5.31,0.9,0.0,1.2,Blazers,2016-12-26,2017-01-05,10.0,Sprained_ankle,2017-04-10,Blazers,rest / right foot injury (DTD),0,foot,Foot,1,2017.0,4.0,0,Damian,Lillard,203081,Damian Lillard,1
Damian Lillard,16-17,16.5,26.0,75.0,195.0,75,35.9,0.304,98.21,5511,19.8,13.8,6.6,3.7,2.49,4.17,8.9,4.7,85.9,29.9,5.65,5.31,0.9,0.0,1.2,Blazers,2016-12-26,2017-01-05,10.0,Sprained_ankle,2017-04-12,Blazers,rest (DTD),0,other,Others,1,2017.0,4.0,0,Damian,Lillard,203081,Damian Lillard,1
Damjan Rudez,16-17,16.5,31.0,82.0,228.0,45,7.0,0.134,98.28,643,2.0,0.2,0.0,0.0,0.49,4.22,0.4,0.2,11.2,7.4,1.56,0.64,0.1,0.2,0.1,,,,,,,,,0,,,0,,,0,Damjan,Rudez,204014,Damjan Rudez,0
Daniel Ochefu,16-17,16.5,23.0,83.0,245.0,19,3.9,0.177,98.05,154,1.4,0.2,0.1,0.1,0.26,4.01,0.0,,5.3,2.8,1.61,0.31,0.6,0.3,0.8,,,,,,,,,0,,,0,,,0,Daniel,Ochefu,1627849,Daniel Ochefu,0
Danilo Gallinari,16-17,16.5,28.0,82.0,225.0,63,33.9,0.198,99.27,4417,11.9,4.6,1.7,1.3,2.27,4.02,3.2,0.8,49.0,34.5,2.7,1.45,0.6,2.5,2.1,Nuggets,2017-01-19,2017-01-21,2.0,Sprained_ankle,2016-11-23,Nuggets,sore right thigh (DTD),0,thigh and thigh,Others,1,2016.0,11.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danilo Gallinari,16-17,16.5,28.0,82.0,225.0,63,33.9,0.198,99.27,4417,11.9,4.6,1.7,1.3,2.27,4.02,3.2,0.8,49.0,34.5,2.7,1.45,0.6,2.5,2.1,Nuggets,2017-01-19,2017-01-21,2.0,Sprained_ankle,2017-01-19,Nuggets,sprained right ankle (DTD),0,ankle,Leg,1,2017.0,1.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danilo Gallinari,16-17,16.5,28.0,82.0,225.0,63,33.9,0.198,99.27,4417,11.9,4.6,1.7,1.3,2.27,4.02,3.2,0.8,49.0,34.5,2.7,1.45,0.6,2.5,2.1,Nuggets,2017-01-19,2017-01-21,2.0,Sprained_ankle,2017-02-02,Nuggets,strained groin (DTD),0,groin,Lower Body,1,2017.0,2.0,1,Danilo,Gallinari,201568,Danilo Gallinari,1
Danilo Gallinari,16-17,16.5,28.0,82.0,225.0,63,33.9,0.198,99.27,4417,11.9,4.6,1.7,1.3,2.27,4.02,3.2,0.8,49.0,34.5,2.7,1.45,0.6,2.5,2.1,Nuggets,2017-01-19,2017-01-21,2.0,Sprained_ankle,2017-03-08,Nuggets,illness (DTD),0,other,Others,1,2017.0,3.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danilo Gallinari,16-17,16.5,28.0,82.0,225.0,63,33.9,0.198,99.27,4417,11.9,4.6,1.7,1.3,2.27,4.02,3.2,0.8,49.0,34.5,2.7,1.45,0.6,2.5,2.1,Nuggets,2017-01-19,2017-01-21,2.0,Sprained_ankle,2017-03-15,Nuggets,left knee injury (DTD),0,knee,Leg,1,2017.0,3.0,0,Danilo,Gallinari,201568,Danilo Gallinari,1
Danny Green,16-17,16.5,30.0,78.0,215.0,68,26.6,0.135,93.9,3528,6.6,2.5,0.8,1.0,1.98,4.49,1.4,0.7,39.3,24.6,2.04,1.07,0.4,0.0,0.6,,,,,,,,,0,,,0,,,0,Danny,Green,201980,Danny Green,1
Dante Cunningham,16-17,16.5,30.0,80.0,230.0,66,25.0,0.107,99.59,3408,5.4,0.6,0.3,0.1,1.88,4.52,0.2,0.1,27.5,14.5,1.33,0.3,0.8,0.1,1.5,,,,,,,,,0,,,0,,,0,Dante,Cunningham,201967,Dante Cunningham,0
Dante Exum,16-17,16.5,21.0,78.0,190.0,66,18.6,0.176,94.55,2411,5.5,5.0,1.9,1.7,1.36,4.41,0.5,0.2,32.6,15.1,3.92,3.65,0.3,0.0,0.8,,,,,,,,,0,,,0,,,0,Dante,Exum,203957,Dante Exum,0
Danuel House Jr.,16-17,16.5,24.0,79.0,215.0,1,0.8,0.0,87.1,1,0.0,0.0,0.0,0.0,0.05,7.24,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,0,,,0,Danuel,House Jr.,1627863,Danuel House Jr.,1
Dario Saric,16-17,16.5,23.0,82.0,223.0,81,26.3,0.24,101.06,4468,11.4,5.5,2.0,1.9,1.95,4.46,1.8,0.4,59.0,39.4,1.93,1.0,2.8,2.4,3.0,,,,,,,,,0,,,0,,,0,Dario,Saric,203967,Dario Saric,1
Darrell Arthur,16-17,16.5,29.0,81.0,235.0,41,15.6,0.176,99.56,1323,5.2,0.9,0.3,0.2,1.04,4.02,0.7,0.1,25.0,15.3,1.48,0.45,0.8,0.6,1.1,,,,,,,,,0,,,0,,,0,Darrell,Arthur,201589,Darrell Arthur,0
Darren Collison,16-17,16.5,29.0,72.0,175.0,68,30.3,0.195,95.26,4102,10.5,7.1,2.4,2.9,2.11,4.18,4.6,0.9,75.8,32.6,4.68,4.38,0.8,0.0,1.1,,,,,,,,,0,,,0,,,0,Darren,Collison,201954,Darren Collison,0
Darrun Hilliard,16-17,16.5,24.0,78.0,205.0,39,9.8,0.191,96.19,768,3.2,2.1,0.7,0.7,0.7,4.32,1.5,0.4,13.7,9.4,3.19,2.52,0.3,0.0,0.2,,,,,,,,,0,,,0,,,0,Darrun,Hilliard,1626199,Darrun Hilliard,0
David Lee,16-17,16.5,34.0,81.0,245.0,79,18.7,0.161,98.36,3028,5.3,0.7,0.4,0.2,1.31,4.2,0.3,,34.5,21.2,1.59,0.58,2.9,2.2,4.2,,,,,,,,,0,,,0,,,0,David,Lee,101135,David Lee,0
David Nwaba,16-17,16.5,24.0,76.0,209.0,20,19.9,0.118,99.99,827,4.1,2.9,1.3,1.0,1.5,4.54,0.2,0.0,17.9,12.0,2.54,1.75,0.7,0.3,1.8,,,,,,,,,0,,,0,,,0,David,Nwaba,1628021,David Nwaba,1
David West,16-17,16.5,36.0,81.0,250.0,68,12.6,0.191,97.12,1715,3.7,0.3,0.1,0.1,0.79,3.78,0.1,0.0,24.8,17.1,1.67,0.37,2.4,3.2,2.4,,,,,,,,,0,,,0,,,0,David,West,2561,David West,0
Davis Bertans,16-17,16.5,24.0,82.0,210.0,67,12.1,0.148,98.7,1672,3.5,1.4,0.3,0.7,0.93,4.59,0.3,0.2,19.0,11.5,1.45,0.61,0.4,0.2,0.6,,,,,,,,,0,,,0,,,0,Davis,Bertans,202722,Davis Bertans,1
DeAndre Jordan,16-17,16.5,28.0,83.0,265.0,81,31.7,0.152,97.0,5190,7.1,0.1,0.1,0.0,2.03,3.84,0.0,0.0,51.0,24.4,1.34,0.22,2.2,2.1,9.6,,,,,,,,,0,,,0,,,0,DeAndre,Jordan,201599,DeAndre Jordan,1
DeAndre Liggins,16-17,16.5,29.0,78.0,209.0,62,12.5,0.113,97.78,1580,2.3,1.6,0.5,0.7,0.93,4.48,0.4,0.1,16.7,8.5,3.74,3.14,0.3,0.1,0.7,,,,,,,,,0,,,0,,,0,DeAndre,Liggins,202732,DeAndre Liggins,0
DeAndre' Bembry,16-17,16.5,22.0,78.0,210.0,38,9.8,0.144,97.36,743,2.6,1.3,0.5,0.6,0.69,4.28,0.3,0.0,13.6,9.0,2.69,1.94,0.4,0.1,1.2,,,,,,,,,0,,,0,,,0,DeAndre',Bembry,1627761,DeAndre' Bembry,0
DeMar DeRozan,16-17,16.5,27.0,79.0,220.0,74,35.4,0.337,96.43,5270,20.9,15.3,7.4,4.2,2.4,4.06,10.3,0.5,64.4,41.6,4.82,4.05,1.2,2.0,1.0,Raptors,2017-01-24,2017-01-29,5.0,Sprained_ankle,2017-01-22,Raptors,sprained right ankle (DTD),0,ankle,Leg,1,2017.0,1.0,0,DeMar,DeRozan,201942,DeMar DeRozan,1
DeMar DeRozan,16-17,16.5,27.0,79.0,220.0,74,35.4,0.337,96.43,5270,20.9,15.3,7.4,4.2,2.4,4.06,10.3,0.5,64.4,41.6,4.82,4.05,1.2,2.0,1.0,Raptors,2017-01-24,2017-01-29,5.0,Sprained_ankle,2017-04-12,Raptors,placed on IL for rest / flu (out for season),1,other,Others,1,2017.0,4.0,0,DeMar,DeRozan,201942,DeMar DeRozan,1
DeMarcus Cousins,16-17,16.5,26.0,83.0,270.0,72,34.2,0.359,96.04,4943,19.9,8.9,4.2,1.8,2.05,3.6,2.8,0.6,78.3,56.2,2.49,1.14,6.1,9.9,4.9,Pelicans,2017-03-26,2017-03-29,3.0,Sprained_ankle,2017-03-17,Pelicans,sore ribs / sore left knee (DTD),0,knee and rib,Others,1,2017.0,3.0,0,DeMarcus,Cousins,202326,DeMarcus Cousins,0
DeMarcus Cousins,16-17,16.5,26.0,83.0,270.0,72,34.2,0.359,96.04,4943,19.9,8.9,4.2,1.8,2.05,3.6,2.8,0.6,78.3,56.2,2.49,1.14,6.1,9.9,4.9,Pelicans,2017-03-26,2017-03-29,3.0,Sprained_ankle,2017-03-26,Pelicans,sprained right ankle (DTD),0,ankle,Leg,1,2017.0,3.0,0,DeMarcus,Cousins,202326,DeMarcus Cousins,0
DeMarcus Cousins,16-17,16.5,26.0,83.0,270.0,72,34.2,0.359,96.04,4943,19.9,8.9,4.2,1.8,2.05,3.6,2.8,0.6,78.3,56.2,2.49,1.14,6.1,9.9,4.9,Pelicans,2017-03-26,2017-03-29,3.0,Sprained_ankle,2017-04-06,Pelicans,tendinitis in right Achilles (out for season),1,Achilles,Leg,1,2017.0,4.0,0,DeMarcus,Cousins,202326,DeMarcus Cousins,0
DeMarre Carroll,16-17,16.5,30.0,80.0,212.0,72,26.1,0.154,95.62,3752,7.6,2.1,0.9,0.6,1.81,4.16,1.0,0.3,30.4,19.3,1.82,0.94,0.3,0.1,1.5,Raptors,2017-03-11,2017-03-16,5.0,Sore_ankle,2016-11-15,Raptors,rest (DTD),0,other,Others,1,2016.0,11.0,0,DeMarre,Carroll,201960,DeMarre Carroll,0
DeMarre Carroll,16-17,16.5,30.0,80.0,212.0,72,26.1,0.154,95.62,3752,7.6,2.1,0.9,0.6,1.81,4.16,1.0,0.3,30.4,19.3,1.82,0.94,0.3,0.1,1.5,Raptors,2017-03-11,2017-03-16,5.0,Sore_ankle,2017-03-08,Raptors,sprained left ankle (DTD),0,ankle,Leg,1,2017.0,3.0,0,DeMarre,Carroll,201960,DeMarre Carroll,0
DeMarre Carroll,16-17,16.5,30.0,80.0,212.0,72,26.1,0.154,95.62,3752,7.6,2.1,0.9,0.6,1.81,4.16,1.0,0.3,30.4,19.3,1.82,0.94,0.3,0.1,1.5,Raptors,2017-03-11,2017-03-16,5.0,Sore_ankle,2017-03-25,Raptors,sore lower back (DTD),0,back,Back,1,2017.0,3.0,0,DeMarre,Carroll,201960,DeMarre Carroll,0
Dejounte Murray,16-17,16.5,20.0,77.0,170.0,38,8.5,0.23,97.42,654,3.1,3.3,1.4,1.0,0.65,4.62,0.7,0.1,19.8,7.1,5.01,4.67,0.2,0.0,0.4,Spurs,2017-01-14,2017-01-19,5.0,Sprained_ankle,2017-01-13,Spurs,sprained right ankle (DTD),0,ankle,Leg,1,2017.0,1.0,0,Dejounte,Murray,1627749,Dejounte Murray,1
Dejounte Murray,16-17,16.5,20.0,77.0,170.0,38,8.5,0.23,97.42,654,3.1,3.3,1.4,1.0,0.65,4.62,0.7,0.1,19.8,7.1,5.01,4.67,0.2,0.0,0.4,Spurs,2017-01-14,2017-01-19,5.0,Sprained_ankle,2017-03-11,Spurs,sore left groin (DTD),0,groin,Lower Body,1,2017.0,3.0,1,Dejounte,Murray,1627749,Dejounte Murray,1
Delon Wright,16-17,16.5,25.0,77.0,190.0,27,16.5,0.163,94.78,886,4.3,7.4,2.0,3.5,1.26,4.57,1.0,0.5,34.1,17.3,4.63,4.4,0.2,0.0,0.8,,,,,,,,,0,,,0,,,0,Delon,Wright,1626153,Delon Wright,1
Demetrius Jackson,16-17,16.5,22.0,73.0,201.0,5,3.4,0.159,98.75,36,0.8,1.2,0.2,0.4,0.25,4.23,0.2,0.0,5.2,3.2,4.5,4.04,0.0,0.0,0.2,,,,,,,,,0,,,0,,,0,Demetrius,Jackson,1627743,Demetrius Jackson,0
Dennis Schroder,16-17,16.5,23.0,73.0,172.0,79,31.5,0.272,98.74,5113,15.4,15.5,7.0,5.0,2.26,4.32,4.9,1.6,81.8,30.5,5.27,4.81,0.5,0.1,0.8,,,,,,,,,0,,,0,,,0,Dennis,Schroder,203471,Dennis Schroder,1
Denzel Valentine,16-17,16.5,23.0,78.0,212.0,57,17.1,0.153,97.74,1987,5.1,1.6,0.5,0.6,1.25,4.39,1.6,0.9,20.2,14.3,2.44,1.7,0.1,0.0,0.3,,,,,,,,,0,,,0,,,0,Denzel,Valentine,1627756,Denzel Valentine,0
Deron Williams,16-17,16.5,33.0,75.0,200.0,64,25.9,0.219,94.11,3243,9.4,7.0,2.4,2.6,1.73,4.04,4.0,1.4,65.7,25.1,5.27,4.76,0.5,0.5,0.4,,,,,,,,,0,,,0,,,0,Deron,Williams,101114,Deron Williams,0
